0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0.0612281	0.122121	0.168925	0.215521	0.278164	0.29334	0.245446	0.138199	0.0611712	0	0	0	0	0	0	0	
0	0	0	0	0	0	0.0916405	0.230716	0.155858	0.329399	0.253609	0.413719	0.334267	0.238146	0.410999	0.298227	0.264704	0.276834	0.0767302	0	0	0	0	0	
0	0	0	0	0	0.15347	0.340467	0.267894	0.271646	0.353973	0.375137	0.425089	0.376212	0.359526	0.212056	0.226847	0.366155	0.330153	0.341728	0.0917208	0.0151718	0	0	0	
0	0	0	0	0.153597	0.296519	0.271031	0.356528	0.278051	0.298629	0.268035	0.16737	0.386228	0.235181	0.350099	0.315282	0.228639	0.258667	0.222625	0.249741	0.213926	0	0	0	
0	0	0	0.214046	0.295584	0.318875	0.276722	0.265051	0.370174	0.287819	0.341887	0.412206	0.258637	0.463719	0.393173	0.457709	0.284045	0.215167	0.42268	0.398686	0.281126	0.137241	0	0	
0	0	0.076254	0.23268	0.444752	0.276715	0.348258	0.287852	0.291458	0.294353	0.435982	0.438695	0.403365	0.403024	0.48862	0.311585	0.377066	0.320899	0.36524	0.357864	0.335079	0.233449	0.0610178	0	
0	0.0151707	0.199522	0.252407	0.372779	0.298549	0.269866	0.41321	0.401033	0.317929	0.266497	0.410388	0.42954	0.339344	0.302061	0.246765	0.331591	0.257372	0.404999	0.445924	0.129653	0.283842	0.200336	0	
0	0.0912614	0.358106	0.28754	0.41004	0.33645	0.324613	0.313609	0.495656	0.340184	0.415007	0.343706	0.326845	0.453156	0.288445	0.356978	0.424292	0.383405	0.342967	0.369456	0.442177	0.255886	0.310388	0.0305094	
0	0.199095	0.251717	0.291243	0.315531	0.288479	0.277185	0.369838	0.322056	0.343296	0.401222	0.402671	0.348863	0.40298	0.437579	0.452413	0.339348	0.246807	0.415737	0.441671	0.348945	0.30683	0.391604	0.168315	
0	0.291711	0.284323	0.227027	0.36669	0.342218	0.402546	0.337408	0.288244	0.364633	0.348999	0.55446	0.518095	0.480095	0.588074	0.273797	0.288263	0.443445	0.348906	0.291194	0.368116	0.259681	0.300151	0.184859	
0	0.402702	0.413178	0.424945	0.453465	0.360054	0.333504	0.464242	0.434669	0.531564	0.572971	0.482794	0.427736	0.352797	0.332538	0.347916	0.379877	0.356949	0.281379	0.275177	0.352515	0.245745	0.36495	0.261395	
0	0.230422	0.349832	0.311889	0.318423	0.343008	0.29809	0.286547	0.380851	0.348827	0.407222	0.371812	0.353919	0.278861	0.407176	0.477245	0.49031	0.464102	0.298945	0.378482	0.402531	0.228779	0.301569	0.370189	
0	0.292274	0.445437	0.456918	0.503322	0.3258	0.227888	0.517213	0.416703	0.366227	0.314183	0.427057	0.371892	0.575522	0.443329	0.513072	0.434225	0.589316	0.367913	0.378399	0.318656	0.311398	0.427483	0.354546	
0	0.353866	0.221068	0.358337	0.400668	0.410886	0.453847	0.337326	0.396802	0.273128	0.459445	0.480101	0.425418	0.572744	0.459415	0.382632	0.504708	0.462723	0.488869	0.444602	0.333813	0.424144	0.426199	0.337626	
0	0.138087	0.219013	0.258576	0.396736	0.389628	0.225742	0.264768	0.34012	0.397635	0.546923	0.476298	0.531482	0.421545	0.69243	0.434072	0.464552	0.476474	0.294025	0.321847	0.398737	0.28974	0.423441	0.198884	
0	0.0458661	0.278541	0.39951	0.540591	0.33664	0.359535	0.488213	0.51261	0.446389	0.558207	0.598377	0.526164	0.506815	0.342235	0.518133	0.601474	0.540595	0.49693	0.419626	0.393488	0.367366	0.293931	0.106507	
0	0	0.352294	0.392704	0.435757	0.530119	0.252643	0.377992	0.487471	0.563221	0.515164	0.392584	0.374939	0.447306	0.62189	0.510328	0.41748	0.377429	0.38854	0.512905	0.308239	0.394964	0.353325	0	
0	0	0.106602	0.343167	0.556896	0.309588	0.564425	0.471928	0.478471	0.536889	0.402168	0.507823	0.474583	0.472642	0.366509	0.381794	0.411514	0.303571	0.365541	0.456712	0.429043	0.41967	0.122176	0	
0	0	0	0.213817	0.374623	0.25617	0.373996	0.479296	0.486321	0.339142	0.358546	0.549027	0.515488	0.652447	0.410021	0.373459	0.40273	0.513074	0.293561	0.510633	0.373587	0.290705	0	0	
0	0	0	0	0.368017	0.467919	0.588125	0.469675	0.311962	0.464066	0.549864	0.41944	0.570628	0.335838	0.383921	0.397552	0.262341	0.388167	0.430365	0.250139	0.260853	0	0	0	
0	0	0	0	0	0.306547	0.357878	0.330348	0.592672	0.355099	0.374702	0.58894	0.524561	0.376493	0.552744	0.467677	0.383026	0.47358	0.448887	0.168392	0.0151884	0	0	0	
0	0	0	0	0	0	0.0153324	0.306837	0.341213	0.298101	0.159343	0.240415	0.159961	0.255662	0.158371	0.378354	0.41909	0.353401	0.0459027	0	0	0	0	0	
0	0	0	0	0	0	0	0	0.0913276	0.0152611	0.0309234	0.107201	0.0925465	0.0766503	0.0151795	0.045984	0.0610119	0.0151656	0	0	0	0	0	0	
